Geneid	Start	End	gene_name	4GC00A11	4GC00A12	4GC00A13	4GC02A11	4GC02A12	4GC02A13	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	M_minus	M_plus	Log2fold	Obs_log(1/p)	GalNAc_gene	YmN
gene-b4546	2527941	2528159	ypeB	16.02005665	15.9563443	24.13074476	15.44597669	9.744137618	17.28192794	27.98201754	-0.375483818	0.31556967	-1.189860287	0.23410131	1	18.7023819	14.15734742	-0.40167104	0.571438193	FALSE	FALSE
gene-b2666	2796870	2797028	yqaE	129.4888293	61.38572795	51.20246249	55.15649257	70.26377592	63.24906134	136.4519417	-0.373080706	0.313610723	-1.18962994	0.234191873	1	80.69233991	62.88977661	-0.359606215	0.288119266	FALSE	FALSE
gene-b4646	3404638	3405031	yrdE	19.9180707	22.9374195	22.83796717	15.26302942	21.34603333	17.83961162	127.3224098	-0.265577936	0.223623634	-1.187611217	0.234986617	1	21.89781912	18.14955812	-0.27085277	0.862059916	FALSE	FALSE
gene-b2779	2906643	2907941	eno	1337.058425	923.0752168	1209.034509	1173.368396	983.0565378	715.1593622	10378.55789	-0.272815472	0.229810012	-1.18713484	0.235174438	1	1156.389384	957.1947653	-0.272742857	0.478755398	FALSE	FALSE
gene-b2809	2942918	2943145	ygdI	860.0906593	577.6500706	512.426491	535.754089	556.6150067	525.9748272	1016.109471	-0.270328223	0.227764822	-1.186874342	0.23527719	1	650.0557403	539.4479743	-0.269079601	0.443740527	FALSE	FALSE
gene-b0934	994041	994832	ssuC	0.93258703	1.977869742	2.524735989	2.530990568	2.69440169	2.048020681	24.40273654	0.477761284	0.402552139	1.186830819	0.23529436	1	1.81173092	2.42447098	0.420301284	0.534059691	FALSE	TRUE
gene-b1864	1947411	1948151	yebC	96.68699864	93.17854611	109.8676321	94.68159048	88.08941747	82.45148848	635.6925001	-0.175725442	0.148121275	-1.186361932	0.235479398	1	99.91105895	88.40749881	-0.17647563	0.864593262	FALSE	FALSE
gene-b2816	2947607	2947683	metV	4.796161869	3.129815855	3.709816148	3.25413073	0	1.404357039	3.339470941	-1.346541698	1.135160116	-1.18621301	0.23553819	1	3.878597957	1.552829256	-1.320636034	1.028938062	FALSE	FALSE
gene-b2767	2893919	2894179	ygcO	45.63244812	42.01268141	56.36504189	63.36203974	60.59944409	48.88884311	80.39482816	0.266306207	0.225026029	1.183446232	0.236632344	1	48.00339047	57.61677565	0.26335262	0.709815441	FALSE	TRUE
gene-b3538	3698214	3699893	bcsG	22.42205674	26.68168016	23.63462037	25.13138045	24.88132787	30.57402303	441.8645712	0.151682824	0.128239165	1.182812005	0.236883662	1	24.24611909	26.86224378	0.147825974	0.509659371	FALSE	TRUE
gene-b0338	357791	358690	cynR	4.821474945	8.167080595	4.284837651	7.238633025	7.113220461	6.728430612	86.30089371	0.285942715	0.241905624	1.182042442	0.237188861	1	5.75779773	7.026761366	0.287342796	0.445515918	FALSE	TRUE
gene-b1426	1498651	1498875	ydcH	5075.06401	2468.868298	2445.214019	3051.362229	2795.077216	2052.651939	4391.117133	-0.338950894	0.286768573	-1.181966666	0.237218928	1	3329.715442	2633.030461	-0.338674678	0.307841774	FALSE	FALSE
gene-b3645	3817760	3818584	dinD	56.06713224	53.01908059	40.33806758	33.25721606	50.6674313	109.4462252	369.3174196	0.372216091	0.315668071	1.1791376	0.238343389	1	49.80809347	64.45695752	0.371955903	0.245977253	FALSE	TRUE
gene-b2909	3054866	3055444	ygfB	228.3436927	247.2392359	273.5685063	257.708607	222.8707904	203.7578959	1490.466097	-0.129567642	0.110037005	-1.177491538	0.238999373	1	249.717145	228.1124311	-0.130549807	0.45349486	FALSE	FALSE
gene-b4082	4303078	4304109	mdtN	9.751498683	10.15825408	12.4559234	8.862145754	9.852442841	9.116073451	92.84844131	-0.20599613	0.175003935	-1.177094279	0.239157878	1	10.78855872	9.276887349	-0.217789416	0.780793727	FALSE	FALSE
gene-b0448	468871	470643	mdlA	18.53812594	23.922879	31.33675213	22.6825576	25.98339713	38.54575912	1761.134003	0.247130303	0.210014776	1.176728166	0.239304022	1	24.59925236	29.07057128	0.240944955	0.297829297	FALSE	TRUE
gene-b0658	690906	691784	ybeX	301.9767729	325.3032326	322.0534025	311.856046	284.4716956	278.1505658	2269.422102	-0.118289691	0.100529633	-1.176664909	0.239329279	1	316.4444693	291.4927691	-0.118492257	0.92087611	FALSE	FALSE
gene-b1040	1102546	1103196	csgD	14.89130903	14.62263429	14.48025012	14.81854155	15.42579661	21.92609054	89.65867822	0.250885689	0.213247752	1.176498635	0.239395677	1	14.66473115	17.3901429	0.245919166	0.526380757	FALSE	TRUE
gene-b4016	4218596	4220332	aceK	6.484620696	8.324553397	7.729317581	6.707780702	5.420009495	6.972466955	132.2211296	-0.229625579	0.195189708	-1.176422577	0.239426054	1	7.512830558	6.366752384	-0.238798909	0.724803794	FALSE	FALSE
gene-b1730	1812329	1813132	ydjO	2.641169984	3.297206504	1.598820019	3.272344149	2.498058107	4.169403297	55.74673922	0.387202757	0.329484274	1.175178264	0.239923404	1	2.512398836	3.313268518	0.399189623	0.507184504	FALSE	TRUE
gene-b2250	2363733	2364275	yfaZ	15.64273051	14.86806629	19.46457865	19.3809554	24.04208411	15.9315642	101.3967386	0.251646386	0.214233517	1.174635927	0.240140403	1	16.65845848	19.7848679	0.248142528	0.496924674	FALSE	TRUE
gene-b1865	1948180	1948632	nudB	114.9490715	94.9619294	128.0091307	114.2214253	99.20268504	81.1612964	456.7908449	-0.198457976	0.169001632	-1.174296214	0.240276399	1	112.6400439	98.19513558	-0.197996338	0.460220112	FALSE	FALSE
gene-b0682	709790	710116	chiQ	20.32868608	23.58368889	20.96556649	28.73486998	23.03255411	29.76206201	126.2848038	0.332524712	0.283430837	1.173212892	0.240710443	1	21.62598049	27.17649537	0.329593877	1.126122018	FALSE	TRUE
gene-b3571	3737497	3739527	malS	20.68359565	28.18144138	18.9171398	16.90193258	19.65421936	23.26696701	443.2262097	-0.178847434	0.152485004	-1.172885388	0.24084177	1	22.59405894	19.94103965	-0.180202841	0.321436689	FALSE	FALSE
gene-b2904	3049160	3049549	gcvH	362.4391886	298.155086	370.2539201	340.1943361	311.8873587	265.3478611	1168.017144	-0.168741216	0.143943054	-1.172277588	0.241085627	1	343.6160649	305.809852	-0.168162602	0.52658095	FALSE	FALSE
gene-b3706	3886828	3888192	mnmE	45.85868617	57.29168049	51.37619747	46.99298532	47.72800801	46.50222256	784.0650338	-0.127494994	0.1087819	-1.172023967	0.241187434	1	51.50885471	47.0744053	-0.129877593	0.597536033	FALSE	FALSE
gene-b4201	4425520	4425834	priB	681.7477643	475.1060468	543.1995244	539.3179331	425.9962282	455.1989281	1752.550207	-0.259732994	0.221797664	-1.171035754	0.241584406	1	566.6844452	473.5043631	-0.259167883	0.59875754	FALSE	FALSE
gene-b2004	2077112	2077480	cbeA	16.51361424	12.73555151	8.515485846	11.20426312	7.484019615	11.13590432	64.53155772	-0.361594362	0.3089418	-1.17042874	0.241828475	1	12.5882172	9.941395685	-0.340553664	0.433017745	FALSE	FALSE
gene-b3237	3384703	3385173	argR	248.9472766	319.5369217	298.6953352	301.1072728	335.006299	336.5745886	1853.774352	0.166912764	0.14270603	1.169626569	0.24215128	1	289.0598445	324.2293868	0.16564665	0.666594082	FALSE	TRUE
gene-b2554	2687469	2688803	glrR	23.09881853	19.04498809	26.21186578	19.70760072	20.21602643	18.22508292	489.5726264	-0.232378565	0.198920341	-1.168199107	0.242726461	1	22.78522413	19.38290336	-0.233313875	0.720807855	FALSE	FALSE
gene-b0885	926728	927432	aat	33.52551161	25.63785328	19.85409408	33.4090755	33.47397864	27.30229443	236.282299	0.240772646	0.206123892	1.168096743	0.242767744	1	26.33915299	31.39511619	0.253331199	0.494528635	FALSE	TRUE
gene-b1983	2056858	2057574	yeeN	28.97263053	17.81419596	29.68111622	19.74490341	18.38267655	26.99616885	378.4585861	-0.227540101	0.195039287	-1.166637265	0.243356888	1	25.48931424	21.70791627	-0.231671311	0.33299293	FALSE	FALSE
gene-b3502	3648935	3650224	arsB	5.65407997	12.79706491	10.73977396	9.809059958	11.57966122	13.83128386	251.4223498	0.285948954	0.245198442	1.166194008	0.243536015	1	9.73030628	11.74000168	0.270875492	0.343760931	FALSE	TRUE
gene-b3602	3776665	3777027	yibL	100.4650573	73.36098679	83.41465399	84.2129589	78.8436687	62.55772263	434.8597452	-0.196047237	0.168187203	-1.165648956	0.243756406	1	85.74689936	75.20478341	-0.189260076	0.441714766	FALSE	FALSE
gene-b2977	3123827	3124231	glcG	43.76941794	38.67834162	44.78801495	55.6817925	58.57946262	39.24917857	170.7063205	0.268522776	0.230494151	1.164987373	0.244024104	1	42.41192484	51.17014456	0.270832349	0.624589835	FALSE	TRUE
gene-b1422	1494148	1495071	ydcI	231.2149701	237.474778	230.7814795	279.1772989	247.3868308	340.0884629	1372.009558	0.309298582	0.265523366	1.164863895	0.24407409	1	233.1570759	288.8841975	0.309189075	0.956158603	FALSE	TRUE
gene-b2493	2614820	2615881	yfgO	38.07800263	29.04657728	41.42278708	33.14954172	34.04133421	30.54674915	374.0909314	-0.151005933	0.129684135	-1.164413303	0.244256559	1	36.18245566	32.57920836	-0.151338777	0.39639735	FALSE	FALSE
gene-b1895	1979753	1980181	uspC	438.3876416	517.1017554	453.7866136	421.4099296	435.6884108	401.2860215	1372.856123	-0.163330193	0.140462707	-1.162801118	0.244910204	1	469.7586702	419.461454	-0.163381548	0.899899524	FALSE	FALSE
gene-b2697	2819381	2822011	alaS	103.0290675	105.2009503	83.60129205	82.09413649	84.54374309	96.05193643	4268.201087	-0.152222115	0.13093302	-1.162595311	0.244993734	1	97.27710328	87.563272	-0.151774404	0.527551599	FALSE	FALSE
gene-b1218	1272507	1273202	chaC	121.3770059	110.2832887	114.0981673	108.7235	115.968579	90.88974541	664.970133	-0.134455146	0.11576858	-1.161413104	0.245473942	1	115.2528206	105.1939415	-0.131750442	0.547108555	FALSE	FALSE
gene-b2024	2095125	2095862	hisA	28.64861864	18.28694575	17.99864054	18.16448719	23.30251562	12.894205	184.2458905	-0.271088666	0.23346911	-1.161132903	0.245587856	1	21.64473498	18.1204026	-0.256401126	0.311911421	FALSE	FALSE
gene-b1775	1858850	1860229	ydjK	7.359328085	5.413674236	9.935855421	7.172056968	6.458294792	4.388106921	210.0156312	-0.332259511	0.286300736	-1.160526221	0.245834624	1	7.569619247	6.006152894	-0.333779533	0.430564554	FALSE	FALSE
gene-b3537	3698026	3698217	bcsF	27.89018087	47.06949626	40.9142484	49.59159644	50.34172569	40.55080949	72.12981838	0.28864282	0.249166327	1.158434299	0.246686849	1	38.62464184	46.82804387	0.277851219	0.562862186	FALSE	TRUE
gene-b3206	3347966	3348238	npr	34.4954719	54.73165162	57.02653283	57.36448403	49.65919908	62.98001181	218.1098524	0.234153464	0.202322847	1.157325863	0.247139251	1	48.75121878	56.66789831	0.21709341	0.413977108	FALSE	TRUE
gene-b4379	4614680	4615543	yjjW	37.61434354	41.56062188	49.59302836	43.35639572	35.44987321	32.79108669	337.0481585	-0.203725232	0.17608055	-1.157000201	0.247272278	1	42.92266459	37.19911854	-0.206471204	0.531731759	FALSE	FALSE
gene-b0297	314357	315244	eaeH	0.519854257	0.54278338	0.321684508	0.846513737	0.565438828	0.974193621	7.9772622	0.76625375	0.663018583	1.155704787	0.24780193	1	0.461440715	0.795382062	0.785502721	1.124522033	FALSE	TRUE
gene-b2120	2205695	2207974	yehM	4.899763172	6.289145325	4.760930723	5.385015459	7.102209284	6.307903698	163.3146882	0.237144704	0.205287471	1.155183528	0.248015279	1	5.316613073	6.265042814	0.236816893	0.611563701	FALSE	TRUE
gene-b0931	989154	990356	pncB	76.90005669	67.51088248	63.39992534	54.05021878	53.84218509	73.07909807	965.3217409	-0.199735078	0.173030268	-1.154336065	0.248362416	1	69.27028817	60.32383398	-0.199508551	0.522463987	FALSE	FALSE
gene-b1258	1315270	1315770	yciF	13.26842385	16.5955206	12.2586839	17.00461927	11.27491796	23.52648428	71.7653194	0.304466082	0.263768064	1.154294713	0.248379363	1	14.04087612	17.26867384	0.298524335	0.355961227	FALSE	TRUE
gene-b4110	4329360	4330238	yjcZ	4.831628367	11.92641434	6.012096817	8.69434132	10.99614486	8.242409513	116.9737876	0.301861772	0.26167253	1.153586017	0.248669934	1	7.590046508	9.310965231	0.294822008	0.296396765	FALSE	TRUE
gene-b1148	1203822	1204160	ymfM	12.52802754	27.72518293	24.43663557	20.32631806	16.29264447	13.39731759	49.96501117	-0.360175522	0.312227868	-1.153566222	0.248678053	1	21.56328201	16.67209337	-0.371141516	0.413070551	FALSE	FALSE
gene-b4358	4595990	4597012	lgoD	3.880765383	5.300494593	5.165819259	4.653756851	5.767144414	6.659370473	103.2890881	0.275192124	0.238708063	1.152839665	0.248976201	1	4.782359745	5.693423913	0.251573863	0.547742287	FALSE	TRUE
gene-b3540	3701864	3702868	dppF	9.094811424	12.58933392	6.53739741	9.598876169	9.617523714	14.84845561	110.2561856	0.270662064	0.234837571	1.15255009	0.249095099	1	9.407180918	11.35495183	0.27148723	0.322964146	FALSE	TRUE
gene-b3086	3236540	3237232	ygjQ	10.39168405	15.30132196	14.014861	8.677681948	12.13612862	11.70297532	92.27024482	-0.276032814	0.23967459	-1.15169828	0.249445079	1	13.23595567	10.83892863	-0.288240204	0.584861528	FALSE	FALSE
gene-b2171	2265450	2266022	yeiP	67.83472046	71.92021879	81.50912808	67.34290087	53.89135305	72.84520053	611.0486175	-0.184726397	0.160408786	-1.151597749	0.249486407	1	73.75468911	64.69315148	-0.18912178	0.582545891	FALSE	FALSE
gene-b0450	472598	472936	glnK	3.540529521	2.132706379	4.634534332	2.217416515	2.221724246	2.551870017	45.4333161	-0.537209227	0.46655742	-1.15143218	0.249554481	1	3.435923411	2.330336926	-0.56015932	0.686692621	FALSE	FALSE
gene-b1251	1310569	1310865	yciI	151.7008235	104.2692356	98.10402702	107.9889309	88.75676155	110.6841399	462.3337525	-0.209738945	0.182205696	-1.151110801	0.249686655	1	118.0246954	102.4766108	-0.203794092	0.35353922	FALSE	FALSE
gene-b3164	3309033	3311168	pnp	212.0129208	182.439252	172.3831377	148.3935411	149.3870325	203.8678025	5620.412905	-0.176332835	0.153264898	-1.150510245	0.249933777	1	188.9451035	167.2161254	-0.176253152	0.424506263	FALSE	FALSE
gene-b4034	4245229	4246419	malE	268.9938056	353.8045279	118.483616	137.5915326	200.8860305	209.6430319	913.0355578	-0.435698566	0.378857665	-1.150032338	0.250130552	1	247.0939832	182.706865	-0.435529038	0.372218981	FALSE	FALSE
gene-b4520	1218983	1219201	ymgF	18.97111972	12.10481292	9.782734362	10.869391	13.18324501	7.900309916	31.1879014	-0.399289528	0.347220647	-1.149959057	0.250160735	1	13.61955567	10.65098198	-0.35469319	0.398080919	FALSE	FALSE
gene-b2011	2082756	2084183	sbcB	43.18896741	43.62564404	49.80973739	44.56882971	40.08438619	40.74012233	784.733804	-0.120878058	0.105144263	-1.149640077	0.250292144	1	45.54144961	41.79777941	-0.123753916	0.664209872	FALSE	FALSE
gene-b4371	4606669	4607700	rsmC	39.72170106	37.59721624	42.21174042	44.7963258	42.57228388	44.21819536	583.9949303	0.140228789	0.121997973	1.149435393	0.250376493	1	39.84355257	43.86226835	0.138634135	1.265017237	FALSE	TRUE
gene-b1798	1880121	1880759	leuE	22.97316501	17.34868194	23.69289468	17.05745052	15.51903939	23.0147526	227.8454281	-0.195791157	0.170450882	-1.148666139	0.250693673	1	21.33824721	18.53041417	-0.203546546	0.389260666	FALSE	FALSE
gene-b2470	2587595	2590708	acrD	8.864967461	9.828667067	10.54926846	10.90300995	10.44046299	11.70252434	1081.357172	0.181121327	0.157711025	1.148437953	0.250787813	1	9.747634329	11.01533243	0.176388998	0.971202554	FALSE	TRUE
gene-b4491	1219601	1222248	ycgH	7.949529623	9.556103168	8.84583805	10.21954349	10.2868014	8.984066554	473.2338551	0.164590709	0.143326712	1.148360321	0.250819847	1	8.783823614	9.830137148	0.162362461	0.765870445	FALSE	TRUE
gene-b3797	3982509	3982585	hisR	257.7937004	217.5222019	161.3770024	151.317079	133.6785511	234.5276254	268.3583327	-0.295937084	0.258042945	-1.146852067	0.251442766	1	212.2309682	173.1744185	-0.293409357	0.394495743	FALSE	FALSE
gene-b3452	3590024	3590911	ugpA	19.4425492	20.49007261	10.93727328	21.44501468	20.92123665	20.09274344	126.3262626	0.287580675	0.251213593	1.144765583	0.252306276	1	16.9566317	20.81966492	0.296097232	0.562111848	FALSE	TRUE
gene-b3929	4118845	4119330	rraA	633.5547258	442.0736096	434.6553419	494.6914806	460.2672063	390.2667756	2396.2095	-0.168587271	0.147384838	-1.143857623	0.252682688	1	503.4278924	448.4084875	-0.166971565	0.312229139	FALSE	FALSE
gene-b4317	4545096	4547732	fimD	2.205743385	2.467534002	2.274847444	1.995422598	3.712983979	2.78847685	267.5445584	0.291588938	0.255148759	1.142819345	0.253113605	1	2.31604161	2.832294476	0.290310098	0.440975575	FALSE	TRUE
gene-b4442	2814802	2814873	micA	205.1691466	147.2752238	140.8442005	156.6050414	130.7577291	135.169365	123.9467743	-0.238091625	0.20858185	-1.141478157	0.253670997	1	164.4295236	140.8440452	-0.223370793	0.464423417	FALSE	FALSE
gene-b0942	1002889	1003431	ycbU	3.40059359	3.772494433	3.156418159	5.768141488	4.161129941	3.783746496	34.8183649	0.398299564	0.349175895	1.140684596	0.254001199	1	3.443168727	4.571005975	0.408774825	0.823967648	FALSE	TRUE
gene-b1808	1891325	1893235	yoaA	20.8228969	20.42978701	21.82404664	15.53758025	15.69913833	23.87921382	413.5047512	-0.190472618	0.166991778	-1.140610752	0.254031941	1	21.02557685	18.37197747	-0.194638463	0.403782069	FALSE	FALSE
gene-b3779	3962745	3964229	gpp	52.9709433	55.5832112	59.05477705	59.22517929	56.97338789	66.41048396	1286.008618	0.126397781	0.110932824	1.139408304	0.254532894	1	55.86964385	60.86968371	0.123659246	0.678793368	FALSE	TRUE
gene-b1712	1795253	1795552	ihfA	1288.257071	678.4032357	794.5993376	878.2410722	782.4542507	607.7214649	3212.435012	-0.284354972	0.249795686	-1.138350208	0.254974276	1	920.4198814	756.1389293	-0.283640814	0.333650283	FALSE	FALSE
gene-b3397	3525589	3526149	nudE	75.86869779	75.39174074	59.06609239	74.58978086	73.61590222	91.94408141	384.7092027	0.189194603	0.16626257	1.137926613	0.255151127	1	70.10884364	80.0499215	0.191303548	0.540490154	FALSE	TRUE
gene-b3569	3734979	3736157	xylR	29.60073947	36.99766206	32.58754108	35.27930364	38.11604438	36.87062576	375.7289294	0.155350344	0.136541367	1.137752952	0.255223656	1	33.06198087	36.75532459	0.152780098	0.73617141	FALSE	TRUE
gene-b1590	1663609	1664463	ynfH	106.5799725	90.33819951	121.7795964	117.3713573	81.77634255	77.78166967	869.8669022	-0.202652722	0.178122186	-1.137717461	0.25523848	1	106.2325895	92.30978984	-0.202670851	0.376453078	FALSE	FALSE
gene-b4687	2700117	2700197	shoB	747.7275565	444.8009286	518.4124565	535.1638946	488.1621885	424.5319315	274.6763688	-0.24503023	0.215529906	-1.136873461	0.255591188	1	570.3136472	482.6193382	-0.240869831	0.381216506	FALSE	FALSE
gene-b0222	243543	244121	lpcA	76.0614116	54.10959708	51.30951245	55.3932858	60.92090672	41.27451421	525.2739818	-0.211889503	0.186639109	-1.135289937	0.256253857	1	60.49350704	52.52956891	-0.203650557	0.336530404	FALSE	FALSE
gene-b1211	1265012	1266094	prfA	40.66441119	52.84996071	75.04070862	53.21390142	51.6945792	98.4502263	1150.800689	0.274874883	0.242225219	1.134790524	0.256463098	1	56.18502684	67.78623564	0.270806649	0.250676476	FALSE	TRUE
gene-b3209	3349806	3350459	elbB	70.44454414	66.329125	77.96570037	64.55767456	71.20897979	58.86274487	434.7445667	-0.141292718	0.12462468	-1.13374589	0.256901154	1	71.57978984	64.87646641	-0.141857065	0.609490962	FALSE	FALSE
gene-b1247	1305764	1306768	oppF	31.14283912	26.73734729	21.03336558	25.05680662	21.48329972	21.94989091	246.2047875	-0.211952069	0.186957555	-1.133690852	0.256924248	1	26.30451733	22.82999908	-0.204379776	0.481833891	FALSE	FALSE
gene-b4372	4607803	4608216	holD	30.55236205	25.0309669	30.70455321	34.19588344	26.98536322	42.575085	182.8434066	0.268972687	0.237457924	1.132717248	0.257333012	1	28.76262739	34.58544389	0.265969505	0.525238981	FALSE	TRUE
gene-b2458	2572489	2573505	eutD	4.902271644	4.857831197	5.477176938	5.913110708	7.158889237	5.316395869	86.14324851	0.272255058	0.240407311	1.132474118	0.25743516	1	5.07909326	6.129465271	0.271190256	0.843240929	FALSE	TRUE
gene-b0523	552591	553100	purE	6.517137598	13.93995434	12.60246368	10.31750861	7.137833681	9.117306186	85.94752379	-0.281088555	0.248331425	-1.131908922	0.257672727	1	11.01985187	8.857549492	-0.315125305	0.366598525	FALSE	FALSE
gene-b1632	1710828	1711523	rsxE	29.05088994	34.27957796	30.16624208	21.78070116	27.23367874	31.22878432	226.3723861	-0.216639763	0.191519413	-1.131163468	0.257986295	1	31.16556999	26.74772141	-0.220537103	0.628156656	FALSE	FALSE
gene-b0602	635349	636569	ybdN	3.931988559	5.723897465	5.965785427	4.514739932	7.710529478	6.287977011	129.1044314	0.265119261	0.23438621	1.131121413	0.258003993	1	5.207223817	6.17108214	0.24500908	0.356623585	FALSE	TRUE
