Geneid	Start	End	gene_names	4GB00A11	4GB00A12	4GB00A13	4GB02A11	4GB02A12	4GB02A13	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	M_minus	M-plus	Log2fold	Obs_log(1/p)	Rank	Exp_log(1/p)	GalNAc_gene	Fold	YmN
a4-15-1_03410	626261	626893	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_124763091.1"	750.9099398	845.0368226	1000.216699	1048.346532	984.0788968	1139.280857	5998.619962	0.288753719	0.218628637	1.320749757	0.186584818	0.347706634	865.3878205	1057.235429	0.288877956	1.054315871	795	0.48380701	FALSE		TRUE
a4-15-1_06315	1206024	1207295	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF00665,protein motif:Pfam:PF09299,similar to AA sequence:Refseq:WP_102343113.1"	23.53109099	20.34511206	17.81493728	29.65740701	27.79245905	22.48293712	521.5032381	0.376915771	0.21104219	1.785973554	0.07410354	0.178929327	20.56371344	26.64426773	0.373724371	1.053548956	796	0.483261071	FALSE		TRUE
a4-15-1_02175	392975	393358	"RP-L22, MRPL22, rplV"	1065.83693	954.1924776	1110.900519	2635.515585	1284.508686	1861.290906	8869.533755	0.884939756	0.262556637	3.370471861	0.000750396	0.005365995	1043.643309	1927.105059	0.884806505	1.053150428	797	0.482715817	FALSE		TRUE
a4-15-1_02830	522441	523076	plsY	23.78686372	26.17080494	26.9005553	13.84012327	24.16735569	17.60291976	90.29167275	-0.478663133	0.219464204	-2.181053335	0.029179472	0.093412958	25.61940799	18.53679957	-0.466844958	1.052883489	798	0.482171247	FALSE		FALSE
a4-15-1_01210	239215	240681	"E3.2.1.86B, bglA"	1.663307312	2.719939668	2.239800295	4.130019523	4.762483182	2.569030465	47.45863636	0.771238121	0.394719667	1.953888257	0.050714434	0.13757215	2.207682425	3.820511057	0.79123298	1.052704471	799	0.481627359	FALSE		TRUE
a4-15-1_04095	754472	755227	pstB	9.68282471	14.92913824	10.64089032	23.43776802	13.86222783	19.50070429	171.2479615	0.683634311	0.210573501	3.246535329	0.001168189	0.00761055	11.75095109	18.93356671	0.688168683	1.050301258	800	0.481084152	FALSE		TRUE
a4-15-1_05035	933624	934919	Tra8	157.2741769	128.8706335	123.5317443	82.47322135	114.8254539	112.9843437	1284.677791	-0.400287633	0.160985682	-2.486479712	0.012901393	0.051203064	136.5588516	103.427673	-0.400900588	1.050132159	801	0.480541623	FALSE		FALSE
a4-15-1_02285	416861	417556	rlmB	138.8316729	163.9631217	138.0473347	163.9183789	165.0274323	185.0620376	908.4368737	0.220865674	0.12241909	1.804176741	0.071203604	0.174084506	146.9473764	171.3359496	0.221528287	1.047503094	802	0.479999771	FALSE		TRUE
a4-15-1_03495	644317	646548	cobA-hemD	61.29332158	57.25755023	57.56523444	60.28213447	74.56089899	76.33085523	1292.158013	0.262204381	0.137468072	1.907383862	0.056470898	0.147238576	58.70536875	70.39129623	0.261904606	1.047030651	803	0.479458594	FALSE		TRUE
a4-15-1_07905	1516527	1517831	murD	378.0708991	416.3560376	525.1008052	357.1384	346.2765392	296.693837	3196.782915	-0.400407057	0.137071781	-2.921148723	0.003487433	0.018196272	439.8425806	333.3695921	-0.39986476	1.046263547	804	0.47891809	FALSE		FALSE
a4-15-1_09185	1768523	1768696	inference=ab initio prediction:Prodigal:2.6.3	4603.415201	5140.677934	3600.300536	4959.598568	7012.26053	7861.155056	4489.01286	0.571679301	0.341346541	1.674776896	0.093978014	0.21247881	4448.131224	6611.004718	0.571670195	1.044851891	805	0.478378258	FALSE		TRUE
a4-15-1_02815	520912	521070	inference=ab initio prediction:Prodigal:2.6.3	243.4956372	323.3707679	283.6138016	150.983163	145.0041342	260.732356	235.5843202	-0.610632947	0.276202299	-2.210817758	0.02704846	0.088346117	283.4934022	185.5732177	-0.611326647	1.042442979	806	0.477839097	FALSE		FALSE
a4-15-1_08970	1721539	1723185	RfbX	249.2912888	281.9997777	242.7036964	309.1455236	366.9324132	282.4657667	4337.53163	0.308130997	0.141548391	2.176859762	0.029491032	0.093789244	257.9982543	319.5145678	0.308520406	1.041963569	807	0.477300604	FALSE		TRUE
a4-15-1_05460	1018606	1020144	purH	50.84143594	61.11343139	56.0257205	80.89014404	77.35609524	58.98828	802.7784782	0.369101836	0.161258175	2.288887598	0.022085884	0.07582611	55.99352928	72.41150643	0.370958848	1.040990153	808	0.476762778	FALSE		TRUE
a4-15-1_03315	599950	600222	ABC.PA.A	88.78405426	111.4987387	118.2833528	133.159091	121.3051568	159.1636431	210.893062	0.373775496	0.194580066	1.920934158	0.054740009	0.144755581	106.1887153	137.8759636	0.37674051	1.040625781	809	0.476225617	FALSE		TRUE
a4-15-1_08680	1673680	1674105	yiaC	300.5221483	209.2755511	247.6175917	307.7940127	309.3112087	386.6603693	1213.049095	0.407925044	0.203286514	2.006650789	0.044786859	0.125542577	252.4717637	334.5885302	0.406265943	1.039087456	810	0.47568912	FALSE		TRUE
a4-15-1_00600	122929	123621	E3.1.3.48	361.2573874	367.5117887	297.2364445	166.2775613	318.9824644	198.4993084	1388.254044	-0.586534318	0.186033632	-3.152840218	0.001616903	0.009625749	342.0018735	227.919778	-0.585478107	1.038149985	811	0.475153285	FALSE		FALSE
a4-15-1_06745	1288599	1289315	YigB	110.9432937	91.58506715	111.8807877	71.74633267	95.68765267	83.63702195	425.5508071	-0.325099908	0.165459312	-1.964832951	0.049433575	0.134811428	104.8030495	83.69033576	-0.324547756	1.036499778	812	0.47461811	FALSE		FALSE
a4-15-1_02630	480952	481119	inference=ab initio prediction:Prodigal:2.6.3	64.87492556	65.1453305	62.72130419	27.89850452	43.25015084	60.04164214	118.8729285	-0.552699051	0.273002744	-2.0245183	0.042916851	0.122035328	64.24718675	43.73009917	-0.555006663	1.034547643	813	0.474083593	FALSE		FALSE
a4-15-1_03530	652472	653788	gatZ-kbaZ	1463.054963	1698.811651	1683.285133	2790.799054	1886.00062	2062.394111	15368.25555	0.476016932	0.18496482	2.573553892	0.010065997	0.041947439	1615.050582	2246.397928	0.47603416	1.03232464	814	0.473549734	TRUE		TRUE
a4-15-1_07280	1391328	1392935	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_102341383.1"	356.8048646	379.8726315	310.385398	202.8252762	328.8203201	228.8613685	3771.977061	-0.46154226	0.224945506	-2.051795865	0.040189505	0.118029203	349.0209647	253.5023216	-0.461314738	1.031134065	815	0.47301653	FALSE		FALSE
a4-15-1_05555	1039895	1040965	eutH	131.5345286	116.346154	105.6859926	62.76162853	97.98148802	99.56485196	3253.541476	-0.441547894	0.2213792	-1.994531978	0.046093949	0.127909385	117.8555584	86.76932284	-0.441762826	1.030775606	816	0.47248398	FALSE		FALSE
a4-15-1_12200	23084	25360	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:TIGRFAMs:TIGR04088,protein motif:Pfam:PF12389,similar to AA sequence:Refseq:WP_112331261.1"	175.3165353	211.5864259	204.4629037	227.3765323	213.4936502	232.4019861	3782.43866	0.186688433	0.117400625	1.590182618	0.111793647	0.242587143	197.121955	224.4240562	0.187138858	1.029487915	817	0.471952082	FALSE		TRUE
a4-15-1_06740	1287277	1288602	NorM	43.06009106	48.4045527	53.23361214	31.12218118	43.62650091	39.12215597	403.5321009	-0.349493804	0.163565962	-2.136714755	0.032621199	0.101343751	48.23275197	37.95694602	-0.345649208	1.028648717	818	0.471420835	FALSE		FALSE
a4-15-1_08655	1670006	1670548	sat4	136.0089146	105.186314	97.44475419	144.4210955	130.7246378	165.7588217	711.7484331	0.385292229	0.171452325	2.247226623	0.024625548	0.08232358	112.8799943	146.968185	0.380714061	1.027520877	819	0.470890237	FALSE		TRUE
a4-15-1_03040	560178	560990	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:TIGRFAMs:TIGR01409,protein motif:Pfam:PF04205,similar to AA sequence:Refseq:WP_117896296.1"	12.40544922	13.60199244	11.84594723	4.92134541	10.65601218	9.952971619	59.98230025	-0.57545195	0.281542631	-2.043924742	0.040960982	0.119061498	12.6177963	8.510109736	-0.568210325	1.026617023	820	0.470360286	FALSE		FALSE
a4-15-1_11535	2242389	2243588	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF02655,similar to AA sequence:Refseq:WP_120423859.1"	158.7402283	149.7256846	180.812706	179.3805795	292.1547689	239.612338	2211.171182	0.539060856	0.206753209	2.607267175	0.009126812	0.038974388	163.092873	237.0492288	0.53949296	1.025360423	821	0.469830982	FALSE		TRUE
a4-15-1_08570	1650364	1651125	COG4947	43.33635878	33.21385945	31.96869454	24.0033225	26.03915804	31.13000949	353.6905278	-0.409570686	0.174385117	-2.348656204	0.018841294	0.067365989	36.17297092	27.05749668	-0.418883723	1.024498445	822	0.469302321	FALSE		FALSE
a4-15-1_01135	224393	224716	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF06153,similar to AA sequence:Refseq:WP_015535122.1"	1620.689683	1602.042306	1312.77613	910.6454944	1320.977898	1249.413545	2836.978422	-0.381784347	0.151078686	-2.527056309	0.011502306	0.04688208	1511.83604	1160.345646	-0.381747064	1.024402221	823	0.468774304	FALSE		FALSE
a4-15-1_04625	863663	864541	Cof	37.93816644	32.81353251	30.29147357	36.80475315	42.4439653	48.80255292	499.7384428	0.346803551	0.169629976	2.044470907	0.040907049	0.119061498	33.68105751	42.68375712	0.341749734	1.022933213	824	0.468246927	FALSE		TRUE
a4-15-1_11590	2256932	2257594	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF14512,similar to AA sequence:Refseq:WP_087373595.1"	104.0312172	101.4518156	155.6848175	86.90071642	73.76461507	82.42402945	421.450036	-0.572145696	0.17314489	-3.304433048	0.000951687	0.006439926	120.3892834	81.02978698	-0.571182722	1.022008028	825	0.46772019	FALSE		FALSE
a4-15-1_05415	1007050	1007814	Cof	35.51128497	26.52649732	34.95360558	28.24273284	23.92783609	23.32839671	190.1310869	-0.357252446	0.196362285	-1.819353677	0.068857489	0.169558562	32.33046262	25.16632188	-0.361399773	1.021313159	826	0.467194091	FALSE		FALSE
a4-15-1_08955	1718836	1719828	"lacI, galR"	1022.06164	1048.770936	1145.809403	1704.261278	1175.68444	1372.236871	15159.0296	0.40268279	0.126183844	3.191238878	0.001416641	0.008753279	1072.213993	1417.394196	0.402648178	1.02061368	827	0.466668629	FALSE		TRUE
a4-15-1_03590	667239	668396	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF01168,similar to AA sequence:Refseq:WP_006058657.1"	41.86191159	52.96574151	39.1374788	21.12572211	37.88913174	32.54548956	259.7879539	-0.552784159	0.198750346	-2.781299106	0.005414183	0.025709391	44.65504397	30.52011447	-0.54906277	1.019843849	828	0.466143802	FALSE		FALSE
a4-15-1_11070	2149944	2150804	YitT	138.2990768	134.9249833	123.9621685	142.5960445	204.6470552	170.067026	852.0250757	0.380941094	0.180063074	2.115598079	0.034379005	0.105049375	132.3954095	172.4367086	0.381213829	1.017801053	829	0.465619608	FALSE		TRUE
a4-15-1_04090	753621	754469	pstA	10.92140511	7.788281562	10.27600835	11.98363755	12.34375058	11.22822772	136.4657879	0.304008078	0.198770469	1.52944288	0.126154689	0.263031581	9.661898341	11.85187195	0.294736366	1.017622801	830	0.465096046	FALSE		TRUE
a4-15-1_12285	42148	42726	HsdS	248.9238502	206.1529047	227.5844392	361.3090791	238.4360647	365.6581475	3471.173586	0.50083135	0.235768083	2.124254242	0.03364889	0.103736437	227.5537314	321.8010971	0.499962001	1.017160119	831	0.464573115	FALSE		TRUE
a4-15-1_05490	1026933	1028135	TC.CNT	127.7843101	126.2292314	132.7990288	163.3490444	144.2611975	134.9871563	2473.975726	0.194309452	0.136061682	1.428098266	0.153263577	0.302892939	128.9375234	147.5324661	0.194360292	1.017095907	832	0.464050813	FALSE		TRUE
a4-15-1_10905	2108742	2109344	PulG	17.80483588	21.93118091	24.99054585	14.59754295	17.84296311	17.27949288	119.2238519	-0.390164099	0.238991939	-1.632540834	0.102565604	0.227850243	21.57552088	16.57333298	-0.380531625	1.016298455	833	0.463529137	FALSE		FALSE
a4-15-1_01325	266255	267139	ybiO	17.46190761	18.42103837	16.89943068	13.17538303	17.20983838	13.65223258	148.5368336	-0.267188708	0.203591919	-1.312373841	0.189394029	0.351047061	17.59412555	14.67915133	-0.26132525	1.014841761	834	0.463008088	FALSE		FALSE
a4-15-1_07760	1487296	1488696	inference=ab initio prediction:Prodigal:2.6.3	3.947772644	3.417688645	3.234917948	3.345430949	1.894999197	2.136220508	56.80188727	-0.503374469	0.293690396	-1.713962989	0.086535523	0.200341341	3.533459746	2.458883551	-0.523078061	1.014697205	835	0.462487663	FALSE		FALSE
a4-15-1_06385	1219627	1220808	RfaB	28.62577214	18.13266813	19.55483268	39.1691273	30.02685208	27.94597323	471.3022532	0.560656027	0.195419365	2.868989094	0.00411786	0.02070066	22.10442432	32.38065087	0.550796823	1.01260494	836	0.461967861	FALSE		TRUE
a4-15-1_04665	868701	869567	"FBA, fbaA"	3244.798322	4107.048665	3073.556267	3826.877114	4682.528175	4706.804483	22582.25388	0.342178363	0.18621605	1.83753421	0.066131071	0.165293484	3475.134418	4405.403257	0.342205303	1.012284031	837	0.461448681	FALSE		TRUE
a4-15-1_00325	67016	67474	GloA	43.23729308	48.4332114	53.56590685	65.75027751	51.75231724	60.37369748	173.2926681	0.290991571	0.217966105	1.335031296	0.181866104	0.340224746	48.41213711	59.29209741	0.29247105	1.010843677	838	0.46093012	FALSE		TRUE
a4-15-1_01950	361123	361761	rluD	221.7321399	279.9261208	240.6137285	214.8565006	211.8929383	201.9168551	1031.261271	-0.240032961	0.247526308	-0.969727068	0.332182554	0.510741243	247.4239964	209.5554313	-0.239653513	1.010721432	839	0.460412178	FALSE		FALSE
a4-15-1_01775	349673	349748	inference=COORDINATES: profile:tRNAscan-SE:2.0	74.91448591	75.00284762	46.21569783	33.09142256	44.12565996	49.58904857	42.01503554	-0.620777156	0.333561257	-1.86105893	0.062735855	0.158933348	65.37767712	42.26871036	-0.629208023	1.009709364	840	0.459894853	FALSE		FALSE
a4-15-1_10305	2004245	2005156	rluD	453.2326398	450.1420904	554.9610812	1132.629145	598.6074773	767.2932932	6287.501531	0.776774307	0.231820956	3.350751022	0.000805927	0.005690598	486.1119371	832.8433052	0.776756524	1.008516576	841	0.459378143	FALSE		TRUE
a4-15-1_11575	2248669	2250627	glgA	1153.979179	1341.45675	1140.548842	1304.799291	1565.218322	1408.351017	21218.87831	0.234670637	0.168232518	1.394918419	0.163040442	0.315507405	1211.994924	1426.122877	0.234714635	1.007982776	842	0.458862047	FALSE		TRUE
a4-15-1_02505	453245	453622	COG4295	108.8779845	120.9410997	117.799152	71.0693611	80.58575113	112.3123269	433.2015873	-0.39675855	0.206457861	-1.921741064	0.054638347	0.144701311	115.8727454	87.98914638	-0.397143787	1.007899196	843	0.458346564	FALSE		FALSE
a4-15-1_04375	816617	817171	YckC	1.465508605	3.286611268	3.470542377	5.561310327	5.287128626	3.395286209	15.94644031	0.74702218	0.446159263	1.674339729	0.094063851	0.21247881	2.740887417	4.747908387	0.792649028	1.007829203	844	0.457831692	FALSE		TRUE
a4-15-1_10440	2024596	2025141	inference=ab initio prediction:Prodigal:2.6.3	91.16751881	73.70609509	78.85556855	108.8722128	126.1675998	87.70241558	503.0869488	0.40581749	0.204066233	1.988655761	0.046739212	0.129107058	81.24306082	107.5807427	0.405103355	1.007171789	845	0.45731743	FALSE		TRUE
a4-15-1_11330	2205004	2205366	inference=ab initio prediction:Prodigal:2.6.3	162.2233244	119.0293125	119.2334612	75.26579006	97.77338612	112.0675533	233.75667	-0.487258593	0.219566121	-2.219188421	0.026473908	0.086939452	133.495366	95.03557649	-0.490250071	1.007099641	846	0.456803776	FALSE		FALSE
a4-15-1_07360	1405077	1407248	YrrM	638.6277614	630.1730969	694.8937744	674.1054632	787.8218083	832.8768379	15467.58511	0.224770191	0.158322429	1.419698981	0.155695335	0.306429564	654.5648776	764.9347031	0.224800408	1.00708048	847	0.456290728	FALSE		TRUE
a4-15-1_01575	307782	308135	inference=ab initio prediction:Prodigal:2.6.3	456.7667412	521.7147231	460.8935639	439.5023606	439.3245439	393.9107474	1539.119414	-0.177849714	0.203319604	-0.874729786	0.381720949	0.5571374	479.7916761	424.245884	-0.177507466	1.006194721	848	0.455778287	FALSE		FALSE
a4-15-1_01555	304622	305365	cysE	719.77746	828.5233918	832.2592757	964.0019838	877.07657	1198.002096	4852.619867	0.352302086	0.221431302	1.591022057	0.111604612	0.242587143	793.5200425	1013.026883	0.352333892	1.002840195	849	0.455266449	FALSE		TRUE
a4-15-1_05640	1056789	1057361	TVP38	9.652407459	10.14698211	10.87550622	8.179666246	7.315772594	9.865884009	89.32946153	-0.271308802	0.259843092	-1.044125513	0.296427323	0.476056372	10.22496526	8.453774283	-0.274428444	1.00255679	850	0.454755213	FALSE		FALSE
a4-15-1_05345	991184	991771	inference=ab initio prediction:Prodigal:2.6.3	4.703086288	5.428777542	7.129610615	3.693878647	3.802211062	4.712844752	38.0427952	-0.508847238	0.363322415	-1.40053907	0.161351952	0.312740713	5.753824815	4.06964482	-0.499618408	1.002198932	851	0.454244579	FALSE		FALSE
a4-15-1_10825	2097002	2097430	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_110393768.1"	17.44262689	8.503819366	14.52602579	22.11704742	18.56569143	18.34516016	122.7797373	0.564471531	0.280781572	2.010358186	0.044393293	0.124911046	13.49082402	19.67596634	0.544456021	0.99983783	852	0.453734544	FALSE		TRUE
a4-15-1_03360	610378	611283	fruK	138.2527819	185.2255755	131.5615421	115.3252346	111.1989359	119.5327241	902.0328117	-0.395134958	0.302454758	-1.306426659	0.191407505	0.353154152	151.6799665	115.3522982	-0.394983803	0.999161389	853	0.453225108	TRUE		FALSE
a4-15-1_12225	29760	30101	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_117466556.1"	771.9759405	621.0235783	641.7190444	271.0822596	583.0307108	508.5308314	1204.350343	-0.578619405	0.219236913	-2.639242622	0.008309149	0.036056038	678.2395211	454.2146006	-0.578420771	0.998289548	854	0.452716268	FALSE		FALSE
a4-15-1_10710	2083060	2083758	pyrH	919.9431504	933.889534	1117.79327	1366.065912	1044.086342	1323.6516	6238.287101	0.329386874	0.122753118	2.68332796	0.007289347	0.032365941	990.5419848	1244.601285	0.32939361	0.997675205	855	0.452208024	FALSE		TRUE
a4-15-1_12145	9692	10372	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_071441106.1"	103.4313364	109.484333	112.1383594	106.2583204	82.2793449	86.75620539	690.3632605	-0.239394945	0.131446649	-1.821232773	0.068571481	0.169292409	108.3513429	91.76462356	-0.239707046	0.997512122	856	0.451700374	FALSE		FALSE
a4-15-1_06445	1234450	1235346	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF14305,similar to AA sequence:Refseq:WP_117494924.1"	103.369821	108.0308574	114.4398205	213.4660024	124.153636	156.0742867	971.0543581	0.599841137	0.17224641	3.482459441	0.00049683	0.004029662	108.6134996	164.5646417	0.599450965	0.996821839	857	0.451193317	FALSE		TRUE
a4-15-1_04085	752729	753628	pstC	9.218049124	8.740331842	9.693701207	12.82877574	9.625931006	14.53315646	110.8000649	0.427147656	0.226266563	1.887807241	0.059051833	0.152162345	9.217360724	12.32928774	0.419663841	0.996587086	858	0.450686851	FALSE		TRUE
a4-15-1_03595	668400	669311	"PTER, php"	91.85942915	106.7540531	97.27658978	60.91830062	82.27597014	90.30554679	442.1361256	-0.342797164	0.168390818	-2.035723613	0.041778117	0.120399807	98.63002401	77.83327252	-0.341639868	0.996287882	859	0.450180975	FALSE		FALSE
a4-15-1_00100	18546	20117	"PTS-MalGlc-EIIC, malX"	35.80427702	40.82979445	39.78578666	57.73967161	42.22159469	47.17305766	613.8170338	0.33730831	0.144512377	2.334113641	0.019589772	0.069222923	38.80661938	49.04477465	0.337796677	0.994979744	860	0.449675688	FALSE		TRUE
a4-15-1_02085	384492	384605	"RP-L36, MRPL36, rpmJ"	4189.503441	5022.190676	6254.524439	10730.64584	6231.523757	14929.22062	10814.33766	1.044003	0.301121718	3.467046505	0.000526211	0.004183722	5155.406185	10630.46341	1.044046485	0.99446087	861	0.449170987	FALSE		TRUE
a4-15-1_01630	317611	319197	"cvrA, nhaP2"	50.32872367	58.83399177	34.91188882	65.83784662	60.31248313	63.49030416	1632.864114	0.396830149	0.280931148	1.412553046	0.157787183	0.30930383	48.02486809	63.21354464	0.396452064	0.991698619	862	0.448666873	FALSE		TRUE
